user_id,age,country,platform,daily_usage_minutes,content_type,engagement_score,mental_fatigue_level,date
987,36,Canada,Instagram,165,Stories,4.87,2,2023-02-11 02:00:00
988,21,Australia,TikTok,356,Live,7.03,4,2023-02-11 03:00:00
989,21,USA,X,331,Stories,6.64,5,2023-02-11 04:00:00
990,63,UK,Instagram,23,Reels,9.5,6,2023-02-11 05:00:00
991,19,Brazil,X,294,Posts,1.45,5,2023-02-11 06:00:00
992,45,Germany,Instagram,54,Live,3.7,10,2023-02-11 07:00:00
993,26,Pakistan,Facebook,179,Shorts,5.07,1,2023-02-11 08:00:00
994,45,Pakistan,X,306,Live,6.87,1,2023-02-11 09:00:00
995,46,Germany,Facebook,188,Posts,5.21,3,2023-02-11 10:00:00
996,39,UK,X,189,Live,9.17,9,2023-02-11 11:00:00
997,24,India,YouTube,343,Shorts,6.28,2,2023-02-11 12:00:00
998,18,Canada,Instagram,311,Reels,0.88,10,2023-02-11 13:00:00
999,46,Germany,YouTube,314,Posts,1.58,5,2023-02-11 14:00:00
1000,55,UK,Instagram,350,Posts,7.66,9,2023-02-11 15:00:00
1001,52,Australia,TikTok,85,Live,7.3,7,2023-02-11 16:00:00
1002,51,Brazil,X,160,Stories,1.96,8,2023-02-11 17:00:00
1003,39,Pakistan,TikTok,279,Stories,1.06,2,2023-02-11 18:00:00
1004,46,Brazil,TikTok,287,Shorts,6.0,5,2023-02-11 19:00:00
1005,21,UK,Instagram,253,Reels,6.54,9,2023-02-11 20:00:00
1006,17,Brazil,YouTube,151,Reels,1.79,1,2023-02-11 21:00:00
1007,35,India,Facebook,11,Live,5.0,1,2023-02-11 22:00:00
1008,43,India,Instagram,161,Live,3.41,10,2023-02-11 23:00:00
1009,26,USA,Facebook,175,Stories,9.35,8,2023-02-12 00:00:00
1010,19,Germany,TikTok,73,Reels,2.58,2,2023-02-12 01:00:00
1011,30,USA,Facebook,98,Reels,7.47,9,2023-02-12 02:00:00
1012,21,Brazil,YouTube,190,Reels,5.42,10,2023-02-12 03:00:00
1013,64,Pakistan,Instagram,174,Shorts,0.61,9,2023-02-12 04:00:00
1014,45,UK,YouTube,208,Shorts,5.41,4,2023-02-12 05:00:00
1015,53,Canada,YouTube,46,Live,1.44,2,2023-02-12 06:00:00
1016,17,Brazil,Instagram,17,Stories,6.76,3,2023-02-12 07:00:00
1017,30,Canada,YouTube,158,Posts,5.87,10,2023-02-12 08:00:00
1018,26,India,X,278,Stories,0.6,1,2023-02-12 09:00:00
1019,23,Canada,X,302,Shorts,2.44,3,2023-02-12 10:00:00
1020,41,Canada,X,55,Shorts,7.87,5,2023-02-12 11:00:00
1021,60,Pakistan,Facebook,216,Live,3.12,3,2023-02-12 12:00:00
1022,59,Canada,YouTube,148,Posts,5.24,3,2023-02-12 13:00:00
1023,20,Brazil,Instagram,7,Reels,3.46,10,2023-02-12 14:00:00
1024,21,UK,Instagram,258,Posts,9.25,6,2023-02-12 15:00:00
1025,41,Canada,Facebook,339,Posts,5.6,3,2023-02-12 16:00:00
1026,19,Australia,Instagram,260,Posts,7.11,3,2023-02-12 17:00:00
1027,34,Canada,X,102,Live,1.29,9,2023-02-12 18:00:00
1028,35,Canada,YouTube,177,Shorts,0.88,2,2023-02-12 19:00:00
1029,48,USA,Instagram,154,Reels,2.96,1,2023-02-12 20:00:00
1030,35,UK,Instagram,283,Posts,3.44,10,2023-02-12 21:00:00
1031,64,Brazil,TikTok,63,Reels,7.03,8,2023-02-12 22:00:00
1032,27,India,TikTok,117,Posts,5.91,3,2023-02-12 23:00:00
1033,62,USA,TikTok,328,Shorts,4.06,7,2023-02-13 00:00:00
1034,16,Brazil,YouTube,247,Reels,6.71,2,2023-02-13 01:00:00
1035,41,Germany,X,314,Stories,2.05,8,2023-02-13 02:00:00
1036,29,UK,X,61,Shorts,1.1,9,2023-02-13 03:00:00
1037,53,Australia,X,64,Reels,8.62,8,2023-02-13 04:00:00
1038,52,UK,YouTube,333,Posts,5.86,8,2023-02-13 05:00:00
1039,26,Germany,YouTube,220,Posts,6.67,8,2023-02-13 06:00:00
1040,51,Germany,TikTok,237,Shorts,3.42,7,2023-02-13 07:00:00
1041,28,Germany,Instagram,59,Shorts,4.03,2,2023-02-13 08:00:00
1042,58,Pakistan,Facebook,212,Posts,1.28,8,2023-02-13 09:00:00
1043,18,India,Facebook,67,Reels,8.64,5,2023-02-13 10:00:00
1044,48,Canada,Instagram,188,Stories,6.13,6,2023-02-13 11:00:00
1045,21,UK,TikTok,315,Live,1.29,4,2023-02-13 12:00:00
1046,25,Brazil,Instagram,285,Shorts,8.14,1,2023-02-13 13:00:00
1047,20,Pakistan,Instagram,30,Posts,4.72,5,2023-02-13 14:00:00
1048,38,Brazil,Facebook,181,Reels,7.77,3,2023-02-13 15:00:00
1049,25,Canada,TikTok,67,Shorts,0.62,9,2023-02-13 16:00:00
1050,59,Canada,YouTube,77,Reels,0.77,4,2023-02-13 17:00:00
1051,17,Australia,Facebook,339,Shorts,2.12,10,2023-02-13 18:00:00
1052,28,Germany,YouTube,171,Posts,2.5,2,2023-02-13 19:00:00
1053,55,India,TikTok,229,Reels,7.76,4,2023-02-13 20:00:00
1054,17,Australia,Instagram,69,Posts,7.21,3,2023-02-13 21:00:00
1055,35,USA,X,73,Reels,6.35,3,2023-02-13 22:00:00
1056,16,Pakistan,X,13,Shorts,8.91,5,2023-02-13 23:00:00
1057,52,Pakistan,TikTok,240,Live,2.85,1,2023-02-14 00:00:00
1058,24,India,X,202,Live,9.09,5,2023-02-14 01:00:00
1059,32,Canada,YouTube,177,Stories,9.14,8,2023-02-14 02:00:00
1060,24,Brazil,X,286,Stories,4.63,10,2023-02-14 03:00:00
1061,26,Pakistan,TikTok,32,Posts,1.4,9,2023-02-14 04:00:00
1062,30,India,TikTok,300,Reels,7.4,1,2023-02-14 05:00:00
1063,39,Pakistan,YouTube,138,Stories,3.7,2,2023-02-14 06:00:00
1064,53,Pakistan,X,31,Shorts,8.05,2,2023-02-14 07:00:00
1065,50,Germany,X,42,Live,2.06,6,2023-02-14 08:00:00
1066,45,USA,Instagram,200,Reels,5.63,1,2023-02-14 09:00:00
1067,46,Germany,Facebook,207,Live,5.33,1,2023-02-14 10:00:00
1068,64,USA,TikTok,89,Reels,1.45,2,2023-02-14 11:00:00
1069,20,Pakistan,Instagram,324,Stories,3.95,4,2023-02-14 12:00:00
1070,59,Australia,TikTok,34,Stories,1.31,2,2023-02-14 13:00:00
1071,29,Brazil,Instagram,103,Posts,4.92,4,2023-02-14 14:00:00
1072,26,Canada,Facebook,194,Reels,8.51,3,2023-02-14 15:00:00
1073,24,Pakistan,Instagram,16,Shorts,3.07,3,2023-02-14 16:00:00
1074,49,USA,TikTok,95,Stories,7.77,9,2023-02-14 17:00:00
1075,27,USA,X,34,Posts,2.24,8,2023-02-14 18:00:00
1076,50,USA,TikTok,217,Stories,6.9,10,2023-02-14 19:00:00
1077,50,Pakistan,YouTube,42,Live,9.2,9,2023-02-14 20:00:00
1078,16,India,YouTube,345,Stories,3.58,1,2023-02-14 21:00:00
1079,55,Australia,YouTube,64,Reels,9.05,5,2023-02-14 22:00:00
1080,37,India,YouTube,298,Posts,5.3,4,2023-02-14 23:00:00
1081,44,Canada,Facebook,147,Reels,3.51,9,2023-02-15 00:00:00
1082,23,Pakistan,X,184,Shorts,9.02,3,2023-02-15 01:00:00
1083,26,USA,X,289,Shorts,0.8,5,2023-02-15 02:00:00
1084,56,Australia,TikTok,116,Stories,0.77,8,2023-02-15 03:00:00
1085,52,Australia,Instagram,234,Posts,6.2,10,2023-02-15 04:00:00
1086,29,UK,TikTok,25,Posts,8.07,5,2023-02-15 05:00:00
1087,45,Canada,TikTok,149,Posts,7.64,9,2023-02-15 06:00:00
1088,50,Brazil,TikTok,150,Posts,1.25,2,2023-02-15 07:00:00
1089,36,Brazil,TikTok,320,Stories,9.53,6,2023-02-15 08:00:00
1090,52,Australia,X,170,Reels,7.18,5,2023-02-15 09:00:00
1091,20,Pakistan,Instagram,144,Stories,9.52,9,2023-02-15 10:00:00
1092,34,USA,TikTok,207,Reels,3.63,7,2023-02-15 11:00:00
1093,29,USA,X,248,Live,7.09,8,2023-02-15 12:00:00
1094,41,Australia,TikTok,117,Live,8.67,7,2023-02-15 13:00:00
1095,19,India,YouTube,205,Reels,4.11,10,2023-02-15 14:00:00
1096,40,Canada,TikTok,318,Stories,9.67,10,2023-02-15 15:00:00
1097,60,USA,TikTok,263,Shorts,3.02,5,2023-02-15 16:00:00
1098,57,Australia,Facebook,259,Stories,3.5,5,2023-02-15 17:00:00
1099,40,USA,YouTube,27,Shorts,9.24,4,2023-02-15 18:00:00
1100,33,Brazil,Instagram,250,Stories,9.71,2,2023-02-15 19:00:00
1101,55,Australia,TikTok,343,Posts,3.21,9,2023-02-15 20:00:00
1102,23,Canada,Instagram,315,Posts,1.8,10,2023-02-15 21:00:00
1103,54,Australia,YouTube,322,Live,7.71,10,2023-02-15 22:00:00
1104,55,UK,TikTok,91,Live,9.33,10,2023-02-15 23:00:00
1105,29,Australia,Facebook,223,Reels,6.21,10,2023-02-16 00:00:00
1106,47,Australia,X,31,Shorts,6.53,3,2023-02-16 01:00:00
1107,53,Pakistan,Facebook,294,Posts,7.75,3,2023-02-16 02:00:00
1108,48,Brazil,Facebook,293,Stories,1.95,3,2023-02-16 03:00:00
1109,38,Canada,X,352,Reels,9.75,8,2023-02-16 04:00:00
1110,30,Pakistan,X,227,Stories,3.96,6,2023-02-16 05:00:00
1111,48,Australia,X,356,Posts,6.47,1,2023-02-16 06:00:00
1112,40,Canada,TikTok,182,Posts,4.95,3,2023-02-16 07:00:00
1113,32,UK,Instagram,152,Posts,4.95,4,2023-02-16 08:00:00
1114,48,Canada,Instagram,231,Posts,7.18,2,2023-02-16 09:00:00
1115,62,USA,X,355,Stories,9.95,6,2023-02-16 10:00:00
1116,17,Pakistan,Facebook,190,Reels,6.76,10,2023-02-16 11:00:00
1117,29,Canada,YouTube,298,Posts,8.04,1,2023-02-16 12:00:00
1118,55,Brazil,X,45,Live,0.76,1,2023-02-16 13:00:00
1119,55,UK,Facebook,195,Reels,8.2,8,2023-02-16 14:00:00
1120,54,Germany,Facebook,83,Live,3.35,4,2023-02-16 15:00:00
1121,21,Australia,TikTok,209,Stories,1.7,1,2023-02-16 16:00:00
1122,21,Canada,TikTok,282,Posts,1.58,7,2023-02-16 17:00:00
1123,18,Australia,Instagram,276,Reels,6.96,9,2023-02-16 18:00:00
1124,22,India,Instagram,36,Posts,9.98,10,2023-02-16 19:00:00
1125,23,USA,YouTube,146,Posts,6.83,7,2023-02-16 20:00:00
1126,57,Pakistan,YouTube,255,Reels,2.99,1,2023-02-16 21:00:00
1127,30,USA,YouTube,298,Posts,2.43,1,2023-02-16 22:00:00
1128,62,India,YouTube,102,Posts,5.5,1,2023-02-16 23:00:00
1129,44,India,Facebook,140,Shorts,1.12,8,2023-02-17 00:00:00
1130,48,Pakistan,Facebook,281,Shorts,4.29,7,2023-02-17 01:00:00
1131,45,Canada,Instagram,316,Reels,6.83,3,2023-02-17 02:00:00
1132,54,India,TikTok,306,Reels,9.69,3,2023-02-17 03:00:00
1133,42,Germany,TikTok,47,Posts,4.54,3,2023-02-17 04:00:00
1134,51,Australia,X,124,Live,2.4,2,2023-02-17 05:00:00
1135,44,Australia,Facebook,224,Reels,8.26,4,2023-02-17 06:00:00
1136,53,UK,YouTube,50,Posts,7.57,7,2023-02-17 07:00:00
1137,48,Brazil,YouTube,240,Live,8.67,9,2023-02-17 08:00:00
1138,52,India,X,52,Shorts,2.54,3,2023-02-17 09:00:00
1139,42,India,TikTok,202,Reels,4.35,10,2023-02-17 10:00:00
1140,48,Germany,YouTube,88,Posts,9.82,7,2023-02-17 11:00:00
1141,19,USA,TikTok,35,Shorts,2.0,4,2023-02-17 12:00:00
1142,37,USA,X,165,Stories,6.88,1,2023-02-17 13:00:00
1143,17,Australia,TikTok,75,Shorts,2.75,5,2023-02-17 14:00:00
1144,25,Australia,TikTok,12,Posts,5.25,8,2023-02-17 15:00:00
1145,20,Canada,TikTok,56,Live,8.1,3,2023-02-17 16:00:00
1146,25,Pakistan,YouTube,49,Stories,5.14,10,2023-02-17 17:00:00
1147,48,Brazil,Instagram,297,Stories,8.15,4,2023-02-17 18:00:00
1148,53,Germany,Facebook,304,Stories,4.55,3,2023-02-17 19:00:00
1149,28,Pakistan,TikTok,42,Reels,9.99,10,2023-02-17 20:00:00
1150,46,Pakistan,TikTok,359,Posts,4.64,8,2023-02-17 21:00:00
1151,62,UK,TikTok,235,Stories,1.92,10,2023-02-17 22:00:00
1152,51,Pakistan,Instagram,266,Shorts,4.32,8,2023-02-17 23:00:00
1153,60,UK,X,72,Live,7.55,4,2023-02-18 00:00:00
1154,39,Pakistan,YouTube,183,Posts,8.56,2,2023-02-18 01:00:00
1155,30,Germany,Instagram,190,Shorts,4.87,3,2023-02-18 02:00:00
1156,44,UK,TikTok,205,Reels,6.15,3,2023-02-18 03:00:00
1157,23,USA,Instagram,17,Stories,8.53,4,2023-02-18 04:00:00
1158,20,UK,Instagram,218,Shorts,8.23,2,2023-02-18 05:00:00
1159,44,UK,Instagram,224,Posts,6.75,2,2023-02-18 06:00:00
1160,62,Germany,X,290,Shorts,8.24,3,2023-02-18 07:00:00
1161,19,Germany,Facebook,248,Reels,5.97,1,2023-02-18 08:00:00
1162,27,UK,YouTube,262,Live,0.54,8,2023-02-18 09:00:00
1163,60,Brazil,X,62,Stories,0.89,6,2023-02-18 10:00:00
1164,17,India,X,40,Posts,9.81,3,2023-02-18 11:00:00
1165,42,Brazil,Facebook,332,Stories,1.88,1,2023-02-18 12:00:00
1166,46,Germany,X,197,Stories,4.34,3,2023-02-18 13:00:00
1167,51,Brazil,Instagram,337,Stories,9.37,1,2023-02-18 14:00:00
1168,51,Brazil,Instagram,54,Shorts,2.35,3,2023-02-18 15:00:00
1169,41,Canada,TikTok,36,Shorts,8.52,4,2023-02-18 16:00:00
1170,58,Canada,X,102,Live,8.27,6,2023-02-18 17:00:00
1171,42,USA,TikTok,47,Reels,9.87,7,2023-02-18 18:00:00
1172,20,Pakistan,YouTube,355,Posts,3.18,7,2023-02-18 19:00:00
1173,35,UK,Instagram,338,Shorts,3.5,9,2023-02-18 20:00:00
1174,26,India,YouTube,314,Stories,9.08,8,2023-02-18 21:00:00
1175,25,USA,Facebook,51,Reels,2.72,4,2023-02-18 22:00:00
1176,55,UK,Instagram,274,Posts,5.71,6,2023-02-18 23:00:00
1177,53,Brazil,YouTube,315,Posts,7.22,1,2023-02-19 00:00:00
1178,21,Germany,Facebook,67,Posts,3.08,8,2023-02-19 01:00:00
1179,23,Canada,YouTube,23,Posts,9.41,6,2023-02-19 02:00:00
1180,38,Australia,Facebook,351,Live,6.82,2,2023-02-19 03:00:00
1181,62,India,Facebook,105,Posts,0.95,8,2023-02-19 04:00:00
1182,41,Brazil,Instagram,41,Reels,1.79,4,2023-02-19 05:00:00
1183,61,Australia,TikTok,111,Shorts,2.31,9,2023-02-19 06:00:00
1184,58,Canada,Facebook,96,Reels,2.83,4,2023-02-19 07:00:00
1185,27,Brazil,Facebook,312,Stories,7.44,1,2023-02-19 08:00:00
1186,41,Pakistan,Instagram,189,Live,1.34,7,2023-02-19 09:00:00
1187,28,Pakistan,TikTok,220,Live,3.83,10,2023-02-19 10:00:00
1188,55,Australia,X,32,Stories,9.16,5,2023-02-19 11:00:00
1189,33,Germany,X,40,Reels,5.79,10,2023-02-19 12:00:00
1190,40,Brazil,TikTok,324,Reels,3.02,5,2023-02-19 13:00:00
1191,48,UK,YouTube,22,Stories,9.59,4,2023-02-19 14:00:00
1192,62,Brazil,Instagram,349,Posts,2.82,6,2023-02-19 15:00:00
1193,55,Germany,TikTok,200,Posts,9.1,1,2023-02-19 16:00:00
1194,58,Brazil,X,82,Shorts,7.39,3,2023-02-19 17:00:00
1195,27,Australia,Facebook,171,Reels,7.53,7,2023-02-19 18:00:00
1196,59,Germany,X,94,Reels,7.77,8,2023-02-19 19:00:00
1197,51,Canada,Facebook,268,Stories,5.31,9,2023-02-19 20:00:00
1198,63,India,Instagram,212,Stories,8.24,1,2023-02-19 21:00:00
1199,19,Germany,Facebook,216,Posts,8.44,4,2023-02-19 22:00:00
1200,20,Brazil,TikTok,275,Reels,3.92,2,2023-02-19 23:00:00
1201,52,Canada,Facebook,267,Reels,4.3,2,2023-02-20 00:00:00
1202,23,India,YouTube,277,Live,8.94,1,2023-02-20 01:00:00
1203,57,Pakistan,TikTok,346,Shorts,5.48,5,2023-02-20 02:00:00
1204,64,UK,Instagram,218,Shorts,8.74,2,2023-02-20 03:00:00
1205,43,Australia,TikTok,68,Posts,6.45,4,2023-02-20 04:00:00
1206,46,Brazil,YouTube,16,Reels,6.14,9,2023-02-20 05:00:00
1207,24,Brazil,Instagram,214,Live,0.79,3,2023-02-20 06:00:00
1208,44,Pakistan,X,316,Reels,3.14,8,2023-02-20 07:00:00
1209,29,UK,YouTube,178,Stories,5.27,10,2023-02-20 08:00:00
1210,55,Pakistan,Instagram,260,Posts,6.08,6,2023-02-20 09:00:00
1211,56,USA,Facebook,105,Shorts,6.49,10,2023-02-20 10:00:00
1212,37,Pakistan,TikTok,20,Reels,7.3,5,2023-02-20 11:00:00
1213,26,Canada,Instagram,201,Posts,6.73,2,2023-02-20 12:00:00
1214,38,India,TikTok,262,Shorts,8.56,3,2023-02-20 13:00:00
1215,16,Brazil,Facebook,248,Reels,3.31,8,2023-02-20 14:00:00
1216,61,Pakistan,Instagram,352,Live,6.59,9,2023-02-20 15:00:00
1217,52,Brazil,X,253,Posts,0.99,7,2023-02-20 16:00:00
1218,36,Germany,YouTube,109,Reels,5.06,1,2023-02-20 17:00:00
1219,41,UK,Instagram,186,Shorts,3.05,6,2023-02-20 18:00:00
1220,61,Pakistan,Facebook,159,Shorts,4.12,7,2023-02-20 19:00:00
1221,51,India,Instagram,291,Live,3.87,6,2023-02-20 20:00:00
1222,38,Canada,TikTok,173,Posts,1.07,10,2023-02-20 21:00:00
1223,16,USA,Instagram,51,Posts,4.93,2,2023-02-20 22:00:00
1224,55,Brazil,X,47,Reels,9.95,9,2023-02-20 23:00:00
1225,30,UK,Instagram,325,Shorts,3.34,3,2023-02-21 00:00:00
1226,36,Australia,YouTube,310,Shorts,7.49,6,2023-02-21 01:00:00
1227,62,India,Instagram,225,Live,5.7,6,2023-02-21 02:00:00
1228,24,Australia,TikTok,5,Live,3.59,8,2023-02-21 03:00:00
1229,24,India,Instagram,204,Posts,1.35,4,2023-02-21 04:00:00
1230,25,India,X,148,Shorts,2.55,6,2023-02-21 05:00:00
1231,41,Canada,Facebook,32,Reels,7.93,1,2023-02-21 06:00:00
1232,56,Canada,Instagram,346,Stories,3.15,9,2023-02-21 07:00:00
1233,50,Canada,Instagram,342,Reels,1.87,9,2023-02-21 08:00:00
1234,40,Pakistan,YouTube,282,Live,3.65,7,2023-02-21 09:00:00
1235,41,Germany,X,45,Reels,6.05,1,2023-02-21 10:00:00
1236,26,India,Facebook,336,Shorts,7.18,3,2023-02-21 11:00:00
1237,53,UK,TikTok,151,Posts,4.18,5,2023-02-21 12:00:00
1238,17,Australia,Instagram,349,Stories,5.23,4,2023-02-21 13:00:00
1239,22,Canada,Facebook,182,Posts,4.82,5,2023-02-21 14:00:00
1240,33,Pakistan,TikTok,319,Stories,0.59,7,2023-02-21 15:00:00
1241,42,Canada,X,329,Stories,4.26,9,2023-02-21 16:00:00
1242,49,Australia,X,171,Shorts,6.08,1,2023-02-21 17:00:00
1243,42,Australia,Facebook,127,Shorts,5.91,5,2023-02-21 18:00:00
1244,32,Brazil,TikTok,78,Live,7.62,3,2023-02-21 19:00:00
1245,58,India,X,243,Live,6.87,3,2023-02-21 20:00:00
1246,59,Canada,Facebook,253,Stories,3.13,2,2023-02-21 21:00:00
1247,39,Australia,X,267,Live,2.93,6,2023-02-21 22:00:00
1248,40,Germany,X,256,Shorts,4.91,6,2023-02-21 23:00:00
1249,22,Germany,X,115,Live,7.46,3,2023-02-22 00:00:00
1250,21,Canada,YouTube,184,Stories,1.39,1,2023-02-22 01:00:00
1251,39,Pakistan,TikTok,192,Posts,9.51,7,2023-02-22 02:00:00
1252,48,Australia,Facebook,312,Reels,5.66,2,2023-02-22 03:00:00
1253,64,Brazil,Facebook,211,Live,3.41,8,2023-02-22 04:00:00
1254,44,India,TikTok,238,Shorts,7.09,3,2023-02-22 05:00:00
1255,58,India,TikTok,28,Posts,0.92,1,2023-02-22 06:00:00
1256,37,Pakistan,TikTok,30,Shorts,5.1,10,2023-02-22 07:00:00
1257,41,Brazil,TikTok,222,Live,5.12,9,2023-02-22 08:00:00
1258,43,India,Instagram,350,Stories,2.04,5,2023-02-22 09:00:00
1259,36,Brazil,Facebook,14,Reels,8.46,1,2023-02-22 10:00:00
1260,64,USA,Instagram,21,Reels,8.07,10,2023-02-22 11:00:00
1261,22,Canada,X,249,Posts,1.95,6,2023-02-22 12:00:00
1262,32,India,X,210,Reels,3.96,10,2023-02-22 13:00:00
1263,35,Germany,Facebook,262,Stories,1.45,3,2023-02-22 14:00:00
1264,56,Australia,X,116,Shorts,8.56,4,2023-02-22 15:00:00
1265,64,Brazil,TikTok,209,Stories,3.57,8,2023-02-22 16:00:00
1266,35,Brazil,Instagram,31,Posts,4.67,5,2023-02-22 17:00:00
1267,37,UK,TikTok,75,Posts,3.58,6,2023-02-22 18:00:00
1268,43,Pakistan,X,180,Reels,3.45,10,2023-02-22 19:00:00
1269,55,UK,Instagram,206,Stories,7.6,4,2023-02-22 20:00:00
1270,64,India,TikTok,252,Shorts,7.6,6,2023-02-22 21:00:00
1271,22,UK,Facebook,122,Stories,5.42,3,2023-02-22 22:00:00
1272,16,UK,TikTok,13,Shorts,6.75,10,2023-02-22 23:00:00
1273,47,USA,X,90,Shorts,5.36,1,2023-02-23 00:00:00
1274,28,Brazil,Instagram,27,Stories,0.77,6,2023-02-23 01:00:00
1275,45,Germany,Facebook,244,Live,1.13,1,2023-02-23 02:00:00
1276,38,Pakistan,Instagram,77,Stories,4.15,10,2023-02-23 03:00:00
1277,34,Germany,Facebook,31,Shorts,7.62,3,2023-02-23 04:00:00
1278,47,USA,Instagram,353,Posts,9.18,8,2023-02-23 05:00:00
1279,45,USA,X,85,Posts,0.78,7,2023-02-23 06:00:00
1280,44,UK,Facebook,88,Reels,4.0,8,2023-02-23 07:00:00
1281,64,Canada,YouTube,203,Posts,2.63,10,2023-02-23 08:00:00
1282,60,Brazil,Instagram,47,Live,8.24,10,2023-02-23 09:00:00
1283,44,Australia,Instagram,267,Shorts,8.54,2,2023-02-23 10:00:00
1284,45,Brazil,TikTok,96,Stories,2.46,10,2023-02-23 11:00:00
1285,31,Australia,Facebook,343,Stories,7.25,7,2023-02-23 12:00:00
1286,55,UK,YouTube,88,Live,7.45,4,2023-02-23 13:00:00
1287,34,Australia,X,304,Posts,2.18,1,2023-02-23 14:00:00
1288,33,USA,TikTok,300,Shorts,4.62,3,2023-02-23 15:00:00
1289,16,Germany,YouTube,139,Posts,6.39,5,2023-02-23 16:00:00
1290,29,Australia,Facebook,285,Reels,0.75,10,2023-02-23 17:00:00
1291,62,Brazil,YouTube,63,Posts,4.34,8,2023-02-23 18:00:00
1292,17,Pakistan,Instagram,346,Reels,1.97,2,2023-02-23 19:00:00
1293,43,UK,Instagram,245,Stories,5.65,2,2023-02-23 20:00:00
1294,64,Canada,TikTok,346,Shorts,8.51,8,2023-02-23 21:00:00
1295,45,UK,Facebook,102,Reels,5.49,9,2023-02-23 22:00:00
1296,53,India,Facebook,66,Posts,0.84,10,2023-02-23 23:00:00
1297,19,UK,YouTube,268,Posts,0.78,1,2023-02-24 00:00:00
1298,16,USA,TikTok,117,Stories,6.25,2,2023-02-24 01:00:00
1299,23,Germany,Facebook,150,Live,3.62,4,2023-02-24 02:00:00
1300,44,Germany,Instagram,220,Live,5.94,3,2023-02-24 03:00:00
1301,54,Pakistan,YouTube,260,Posts,2.05,1,2023-02-24 04:00:00
1302,18,Australia,X,320,Live,7.88,4,2023-02-24 05:00:00
1303,47,USA,Instagram,320,Shorts,8.68,2,2023-02-24 06:00:00
1304,25,India,TikTok,262,Live,8.95,10,2023-02-24 07:00:00
1305,25,USA,Facebook,198,Shorts,3.39,5,2023-02-24 08:00:00
1306,34,UK,Instagram,351,Posts,6.78,1,2023-02-24 09:00:00
1307,61,USA,X,18,Posts,3.15,8,2023-02-24 10:00:00
1308,49,USA,X,308,Posts,7.75,10,2023-02-24 11:00:00
1309,48,Pakistan,TikTok,107,Stories,1.64,2,2023-02-24 12:00:00
1310,38,India,Instagram,249,Live,7.75,3,2023-02-24 13:00:00
1311,43,UK,YouTube,249,Reels,4.68,3,2023-02-24 14:00:00
1312,47,Canada,Instagram,316,Reels,8.63,4,2023-02-24 15:00:00
1313,22,Pakistan,X,272,Posts,7.52,7,2023-02-24 16:00:00
1314,44,Canada,TikTok,228,Live,4.08,9,2023-02-24 17:00:00
1315,23,Pakistan,TikTok,224,Shorts,9.08,3,2023-02-24 18:00:00
1316,16,Germany,YouTube,315,Reels,3.19,1,2023-02-24 19:00:00
1317,18,Brazil,TikTok,221,Posts,9.69,10,2023-02-24 20:00:00
1318,39,Pakistan,TikTok,8,Reels,7.79,1,2023-02-24 21:00:00
1319,38,Australia,TikTok,40,Reels,9.91,6,2023-02-24 22:00:00
1320,23,USA,TikTok,182,Reels,1.01,5,2023-02-24 23:00:00
1321,62,Germany,TikTok,261,Posts,3.1,10,2023-02-25 00:00:00
1322,52,India,X,21,Posts,7.54,7,2023-02-25 01:00:00
1323,18,Canada,Instagram,203,Stories,9.26,7,2023-02-25 02:00:00
1324,48,Brazil,Facebook,322,Stories,0.77,3,2023-02-25 03:00:00
1325,43,Brazil,TikTok,52,Stories,0.5,7,2023-02-25 04:00:00
1326,62,Pakistan,Facebook,66,Reels,2.93,9,2023-02-25 05:00:00
1327,23,USA,Facebook,73,Live,8.6,8,2023-02-25 06:00:00
1328,49,India,X,151,Posts,7.79,3,2023-02-25 07:00:00
1329,50,Australia,TikTok,166,Stories,3.73,10,2023-02-25 08:00:00
1330,47,India,Facebook,231,Live,0.52,5,2023-02-25 09:00:00
1331,39,USA,TikTok,351,Stories,5.77,8,2023-02-25 10:00:00
1332,29,Australia,YouTube,234,Stories,2.76,2,2023-02-25 11:00:00
1333,47,India,YouTube,182,Live,7.58,7,2023-02-25 12:00:00
1334,61,Australia,YouTube,349,Stories,4.74,10,2023-02-25 13:00:00
1335,58,Pakistan,Facebook,60,Reels,6.95,10,2023-02-25 14:00:00
1336,31,Pakistan,YouTube,82,Reels,8.6,7,2023-02-25 15:00:00
1337,19,USA,X,274,Reels,5.59,8,2023-02-25 16:00:00
1338,52,USA,X,210,Shorts,3.69,1,2023-02-25 17:00:00
1339,36,Australia,Facebook,285,Stories,7.81,8,2023-02-25 18:00:00
1340,29,UK,TikTok,232,Shorts,3.02,1,2023-02-25 19:00:00
1341,46,Germany,Instagram,243,Posts,8.97,3,2023-02-25 20:00:00
1342,63,Brazil,TikTok,292,Live,1.18,9,2023-02-25 21:00:00
1343,33,India,TikTok,86,Posts,8.44,4,2023-02-25 22:00:00
1344,22,India,TikTok,338,Shorts,1.37,10,2023-02-25 23:00:00
1345,25,UK,TikTok,254,Reels,1.03,9,2023-02-26 00:00:00
1346,22,UK,Instagram,197,Stories,3.95,1,2023-02-26 01:00:00
1347,48,UK,YouTube,110,Stories,9.59,8,2023-02-26 02:00:00
1348,38,Canada,TikTok,193,Reels,9.84,3,2023-02-26 03:00:00
1349,36,Canada,X,280,Stories,2.42,7,2023-02-26 04:00:00
